3.205381e-02	3.563311e-01
6.410762e-02	3.562504e-01
9.616143e-02	3.561161e-01
1.282152e-01	3.559281e-01
1.602690e-01	3.556865e-01
1.923229e-01	3.553915e-01
2.243767e-01	3.550431e-01
2.564305e-01	3.546416e-01
2.884843e-01	3.541871e-01
3.205381e-01	3.536798e-01
3.525919e-01	3.531199e-01
3.846457e-01	3.525078e-01
4.166995e-01	3.518436e-01
4.487533e-01	3.511277e-01
4.808071e-01	3.503604e-01
5.128609e-01	3.495420e-01
5.449147e-01	3.486729e-01
5.769686e-01	3.477535e-01
6.090224e-01	3.467842e-01
6.410762e-01	3.457654e-01
6.731300e-01	3.446977e-01
7.051838e-01	3.435813e-01
7.372376e-01	3.424170e-01
7.692914e-01	3.412050e-01
8.013452e-01	3.399461e-01
8.333990e-01	3.386408e-01
8.654528e-01	3.372895e-01
8.975066e-01	3.358930e-01
9.295604e-01	3.344518e-01
9.616143e-01	3.329665e-01
9.936681e-01	3.314378e-01
1.025722e+00	3.298663e-01
1.057776e+00	3.282528e-01
1.089829e+00	3.265979e-01
1.121883e+00	3.249023e-01
1.153937e+00	3.231668e-01
1.185991e+00	3.213920e-01
1.218045e+00	3.195788e-01
1.250099e+00	3.177278e-01
1.282152e+00	3.158399e-01
1.314206e+00	3.139159e-01
1.346260e+00	3.119565e-01
1.378314e+00	3.099626e-01
1.410368e+00	3.079349e-01
1.442421e+00	3.058744e-01
1.474475e+00	3.037818e-01
1.506529e+00	3.016580e-01
1.538583e+00	2.995039e-01
1.570637e+00	2.973203e-01
1.602690e+00	2.951081e-01
1.634744e+00	2.928681e-01
1.666798e+00	2.906014e-01
1.698852e+00	2.883086e-01
1.730906e+00	2.859908e-01
1.762959e+00	2.836488e-01
1.795013e+00	2.812836e-01
1.827067e+00	2.788960e-01
1.859121e+00	2.764869e-01
1.891175e+00	2.740574e-01
1.923229e+00	2.716081e-01
1.955282e+00	2.691402e-01
1.987336e+00	2.666544e-01
2.019390e+00	2.641518e-01
2.051444e+00	2.616331e-01
2.083498e+00	2.590994e-01
