9.980040e-03	3.145170e+04
1.996008e-02	3.143884e+04
2.994012e-02	3.141741e+04
3.992016e-02	3.138746e+04
4.990020e-02	3.134901e+04
5.988024e-02	3.130212e+04
6.986028e-02	3.124684e+04
7.984032e-02	3.118325e+04
8.982036e-02	3.111143e+04
9.980040e-02	3.103146e+04
1.097804e-01	3.094346e+04
1.197605e-01	3.084752e+04
1.297405e-01	3.074376e+04
1.397206e-01	3.063233e+04
1.497006e-01	3.051335e+04
1.596806e-01	3.038697e+04
1.696607e-01	3.025334e+04
1.796407e-01	3.011264e+04
1.896208e-01	2.996502e+04
1.996008e-01	2.981067e+04
2.095808e-01	2.964976e+04
2.195609e-01	2.948249e+04
2.295409e-01	2.930906e+04
2.395210e-01	2.912966e+04
2.495010e-01	2.894450e+04
2.594810e-01	2.875379e+04
2.694611e-01	2.855775e+04
2.794411e-01	2.835660e+04
2.894212e-01	2.815055e+04
2.994012e-01	2.793983e+04
3.093812e-01	2.772467e+04
3.193613e-01	2.750530e+04
3.293413e-01	2.728195e+04
3.393214e-01	2.705484e+04
3.493014e-01	2.682421e+04
3.592814e-01	2.659029e+04
3.692615e-01	2.635332e+04
3.792415e-01	2.611352e+04
3.892216e-01	2.587112e+04
3.992016e-01	2.562634e+04
4.091816e-01	2.537943e+04
4.191617e-01	2.513060e+04
4.291417e-01	2.488006e+04
4.391218e-01	2.462805e+04
4.491018e-01	2.437477e+04
4.590818e-01	2.412044e+04
4.690619e-01	2.386526e+04
4.790419e-01	2.360943e+04
4.890220e-01	2.335317e+04
4.990020e-01	2.309665e+04
5.089820e-01	2.284007e+04
5.189621e-01	2.258362e+04
5.289421e-01	2.232747e+04
5.389222e-01	2.207180e+04
5.489022e-01	2.181677e+04
5.588822e-01	2.156255e+04
5.688623e-01	2.130930e+04
5.788423e-01	2.105716e+04
5.888224e-01	2.080629e+04
5.988024e-01	2.055681e+04
6.087824e-01	2.030887e+04
6.187625e-01	2.006259e+04
6.287425e-01	1.981808e+04
6.387226e-01	1.957547e+04
6.487026e-01	1.933487e+04
6.586826e-01	1.909636e+04
6.686627e-01	1.886006e+04
6.786427e-01	1.862605e+04
6.886228e-01	1.839442e+04
6.986028e-01	1.816523e+04
7.085828e-01	1.793857e+04
7.185629e-01	1.771451e+04
7.285429e-01	1.749310e+04
7.385230e-01	1.727439e+04
